inventory_fact_id,time_key,item_key,store_key,quantity_on_hand
353,20250101,13,18,90
354,20250101,14,18,74
355,20250101,15,18,183
356,20250101,16,18,110
357,20250101,17,18,110
358,20250101,18,18,146
359,20250101,19,18,192
360,20250101,20,18,126
361,20250101,1,19,95
362,20250101,2,19,140
363,20250101,3,19,135
364,20250101,4,19,86
365,20250101,5,19,193
366,20250101,6,19,66
367,20250101,7,19,140
368,20250101,8,19,136
369,20250101,9,19,93
370,20250101,10,19,188
371,20250101,11,19,159
372,20250101,12,19,119
373,20250101,13,19,75
374,20250101,14,19,170
375,20250101,15,19,160
376,20250101,16,19,138
377,20250101,17,19,186
378,20250101,18,19,56
379,20250101,19,19,59
380,20250101,20,19,177
381,20250101,1,20,170
382,20250101,2,20,56
383,20250101,3,20,150
384,20250101,4,20,97
385,20250101,5,20,82
386,20250101,6,20,133
387,20250101,7,20,174
388,20250101,8,20,139
389,20250101,9,20,108
390,20250101,10,20,82
391,20250101,11,20,87
392,20250101,12,20,178
393,20250101,13,20,152
394,20250101,14,20,75
395,20250101,15,20,111
396,20250101,16,20,99
397,20250101,17,20,156
398,20250101,18,20,95
399,20250101,19,20,186
400,20250101,20,20,194
401,20250101,1,21,76
402,20250101,2,21,147
403,20250101,3,21,200
404,20250101,4,21,56
405,20250101,5,21,122
406,20250101,6,21,155
407,20250101,7,21,144
408,20250101,8,21,197
409,20250101,9,21,82
410,20250101,10,21,61
411,20250101,11,21,133
412,20250101,12,21,134
413,20250101,13,21,119
414,20250101,14,21,146
415,20250101,15,21,128
416,20250101,16,21,74
417,20250101,17,21,161
418,20250101,18,21,116
419,20250101,19,21,117
420,20250101,20,21,147
421,20250101,1,22,149
422,20250101,2,22,188
423,20250101,3,22,157
424,20250101,4,22,98
425,20250101,5,22,133
426,20250101,6,22,179
427,20250101,7,22,63
428,20250101,8,22,100
429,20250101,9,22,157
430,20250101,10,22,149
431,20250101,11,22,155
432,20250101,12,22,150
433,20250101,13,22,77
434,20250101,14,22,59
435,20250101,15,22,119
436,20250101,16,22,139
437,20250101,17,22,83
438,20250101,18,22,194
439,20250101,19,22,112
440,20250101,20,22,71
441,20250101,1,23,132
442,20250101,2,23,154
443,20250101,3,23,120
444,20250101,4,23,83
445,20250101,5,23,70
446,20250101,6,23,140
447,20250101,7,23,138
448,20250101,8,23,107
449,20250101,9,23,70
450,20250101,10,23,164
451,20250101,11,23,159
452,20250101,12,23,58
453,20250101,13,23,179
454,20250101,14,23,154
455,20250101,15,23,137
456,20250101,16,23,147
457,20250101,17,23,172
458,20250101,18,23,166
459,20250101,19,23,103
460,20250101,20,23,139
461,20250108,1,1,182
462,20250108,2,1,92
463,20250108,3,1,157
464,20250108,4,1,98
465,20250108,5,1,82
466,20250108,6,1,113
467,20250108,7,1,51
468,20250108,8,1,105
469,20250108,9,1,81
470,20250108,10,1,189
471,20250108,11,1,130
472,20250108,12,1,104
473,20250108,13,1,111
474,20250108,14,1,110
475,20250108,15,1,148
476,20250108,16,1,57
477,20250108,17,1,148
478,20250108,18,1,195
479,20250108,19,1,76
480,20250108,20,1,57
481,20250108,1,2,157
482,20250108,2,2,157
483,20250108,3,2,126
484,20250108,4,2,173
485,20250108,5,2,78
486,20250108,6,2,120
487,20250108,7,2,171
488,20250108,8,2,174
489,20250108,9,2,76
490,20250108,10,2,94
491,20250108,11,2,112
492,20250108,12,2,71
493,20250108,13,2,58
494,20250108,14,2,121
495,20250108,15,2,107
496,20250108,16,2,182
497,20250108,17,2,137
498,20250108,18,2,108
499,20250108,19,2,172
500,20250108,20,2,121
501,20250108,1,3,196
502,20250108,2,3,120
503,20250108,3,3,65
504,20250108,4,3,178
505,20250108,5,3,100
506,20250108,6,3,194
507,20250108,7,3,188
508,20250108,8,3,164
509,20250108,9,3,116
510,20250108,10,3,140
511,20250108,11,3,80
512,20250108,12,3,83
513,20250108,13,3,183
514,20250108,14,3,179
515,20250108,15,3,134
516,20250108,16,3,141
517,20250108,17,3,129
518,20250108,18,3,119
519,20250108,19,3,79
520,20250108,20,3,189
521,20250108,1,4,181
522,20250108,2,4,86
523,20250108,3,4,103
524,20250108,4,4,125
525,20250108,5,4,165
526,20250108,6,4,187
527,20250108,7,4,152
528,20250108,8,4,95
529,20250108,9,4,135
530,20250108,10,4,104
531,20250108,11,4,87
532,20250108,12,4,149
533,20250108,13,4,159
534,20250108,14,4,133
535,20250108,15,4,69
536,20250108,16,4,56
537,20250108,17,4,119
538,20250108,18,4,190
539,20250108,19,4,184
540,20250108,20,4,99
541,20250108,1,5,133
542,20250108,2,5,107
543,20250108,3,5,52
544,20250108,4,5,61
545,20250108,5,5,92
546,20250108,6,5,73
547,20250108,7,5,53
548,20250108,8,5,117
549,20250108,9,5,171
550,20250108,10,5,161
551,20250108,11,5,196
552,20250108,12,5,50
553,20250108,13,5,132
554,20250108,14,5,80
555,20250108,15,5,158
556,20250108,16,5,80
557,20250108,17,5,125
558,20250108,18,5,124
559,20250108,19,5,143
560,20250108,20,5,131
561,20250108,1,6,109
562,20250108,2,6,149
563,20250108,3,6,154
564,20250108,4,6,90
565,20250108,5,6,136
566,20250108,6,6,162
567,20250108,7,6,123
568,20250108,8,6,66
569,20250108,9,6,119
570,20250108,10,6,172
571,20250108,11,6,43
572,20250108,12,6,105
573,20250108,13,6,177
574,20250108,14,6,144
575,20250108,15,6,182
576,20250108,16,6,56
577,20250108,17,6,136
578,20250108,18,6,138
579,20250108,19,6,188
580,20250108,20,6,131
581,20250108,1,7,134
582,20250108,2,7,58
583,20250108,3,7,87
584,20250108,4,7,142
585,20250108,5,7,134
586,20250108,6,7,184
587,20250108,7,7,157
588,20250108,8,7,84
589,20250108,9,7,146
590,20250108,10,7,195
591,20250108,11,7,67
592,20250108,12,7,102
593,20250108,13,7,198
594,20250108,14,7,178
595,20250108,15,7,124
596,20250108,16,7,53
597,20250108,17,7,108
598,20250108,18,7,182
599,20250108,19,7,189
600,20250108,20,7,144
601,20250108,1,8,179
602,20250108,2,8,132
603,20250108,3,8,143
604,20250108,4,8,134
605,20250108,5,8,190
606,20250108,6,8,127
607,20250108,7,8,112
608,20250108,8,8,144
609,20250108,9,8,153
610,20250108,10,8,137
611,20250108,11,8,149
612,20250108,12,8,190
613,20250108,13,8,90
614,20250108,14,8,199
615,20250108,15,8,125
616,20250108,16,8,74
617,20250108,17,8,76
618,20250108,18,8,106
619,20250108,19,8,59
620,20250108,20,8,166
621,20250108,1,9,88
622,20250108,2,9,157
623,20250108,3,9,122
624,20250108,4,9,134
625,20250108,5,9,83
626,20250108,6,9,163
627,20250108,7,9,68
628,20250108,8,9,64
629,20250108,9,9,140
630,20250108,10,9,177
631,20250108,11,9,184
632,20250108,12,9,102
633,20250108,13,9,161
634,20250108,14,9,184
635,20250108,15,9,178
636,20250108,16,9,105
637,20250108,17,9,141
638,20250108,18,9,150
639,20250108,19,9,78
640,20250108,20,9,168
641,20250108,1,10,118
642,20250108,2,10,158
643,20250108,3,10,97
644,20250108,4,10,197
645,20250108,5,10,90
646,20250108,6,10,80
647,20250108,7,10,110
648,20250108,8,10,142
649,20250108,9,10,90
650,20250108,10,10,200
651,20250108,11,10,62
652,20250108,12,10,152
653,20250108,13,10,88
654,20250108,14,10,146
655,20250108,15,10,123
656,20250108,16,10,162
657,20250108,17,10,142
658,20250108,18,10,168
659,20250108,19,10,185
660,20250108,20,10,171
661,20250108,1,11,156
662,20250108,2,11,187
663,20250108,3,11,99
664,20250108,4,11,61
665,20250108,5,11,183
666,20250108,6,11,59
667,20250108,7,11,97
668,20250108,8,11,142
669,20250108,9,11,119
670,20250108,10,11,139
671,20250108,11,11,71
672,20250108,12,11,83
673,20250108,13,11,75
674,20250108,14,11,172
675,20250108,15,11,63
676,20250108,16,11,82
677,20250108,17,11,112
678,20250108,18,11,173
679,20250108,19,11,121
680,20250108,20,11,120
681,20250108,1,12,111
682,20250108,2,12,129
683,20250108,3,12,100
684,20250108,4,12,183
685,20250108,5,12,168
686,20250108,6,12,54
687,20250108,7,12,192
688,20250108,8,12,87
689,20250108,9,12,189
690,20250108,10,12,51
691,20250108,11,12,133
692,20250108,12,12,99
693,20250108,13,12,195
694,20250108,14,12,166
695,20250108,15,12,80
696,20250108,16,12,163
697,20250108,17,12,70
698,20250108,18,12,77
699,20250108,19,12,175
700,20250108,20,12,180
701,20250108,1,13,61
702,20250108,2,13,174
703,20250108,3,13,64
704,20250108,4,13,138
705,20250108,5,13,117
706,20250108,6,13,71
707,20250108,7,13,93
708,20250108,8,13,49
709,20250108,9,13,105
710,20250108,10,13,186
711,20250108,11,13,104
712,20250108,12,13,195
713,20250108,13,13,119
714,20250108,14,13,65
715,20250108,15,13,80
716,20250108,16,13,108
717,20250108,17,13,161
718,20250108,18,13,92
719,20250108,19,13,68
720,20250108,20,13,48
721,20250108,1,14,150
722,20250108,2,14,183
723,20250108,3,14,52
724,20250108,4,14,77
725,20250108,5,14,52
726,20250108,6,14,146
727,20250108,7,14,166
728,20250108,8,14,166
729,20250108,9,14,156
730,20250108,10,14,181
731,20250108,11,14,198
732,20250108,12,14,79
733,20250108,13,14,179
734,20250108,14,14,200
735,20250108,15,14,132
736,20250108,16,14,168
737,20250108,17,14,154
738,20250108,18,14,155
739,20250108,19,14,152
740,20250108,20,14,77
741,20250108,1,15,130
742,20250108,2,15,187
743,20250108,3,15,199
744,20250108,4,15,59
745,20250108,5,15,47
746,20250108,6,15,63
747,20250108,7,15,97
748,20250108,8,15,176
749,20250108,9,15,194
750,20250108,10,15,124
751,20250108,11,15,189
752,20250108,12,15,116
753,20250108,13,15,148
754,20250108,14,15,171
755,20250108,15,15,75
756,20250108,16,15,111
757,20250108,17,15,59
758,20250108,18,15,182
759,20250108,19,15,89
760,20250108,20,15,118
761,20250108,1,16,74
762,20250108,2,16,113
763,20250108,3,16,181
764,20250108,4,16,179
765,20250108,5,16,196
766,20250108,6,16,124
767,20250108,7,16,159
768,20250108,8,16,182
769,20250108,9,16,195
770,20250108,10,16,155
771,20250108,11,16,107
772,20250108,12,16,138
773,20250108,13,16,61
774,20250108,14,16,177
775,20250108,15,16,162
776,20250108,16,16,98
777,20250108,17,16,144
778,20250108,18,16,57
779,20250108,19,16,126
780,20250108,20,16,96
781,20250108,1,17,157
782,20250108,2,17,187
783,20250108,3,17,191
784,20250108,4,17,183
785,20250108,5,17,157
786,20250108,6,17,115
787,20250108,7,17,162
788,20250108,8,17,128
789,20250108,9,17,59
790,20250108,10,17,175
791,20250108,11,17,165
792,20250108,12,17,191
793,20250108,13,17,188
794,20250108,14,17,95
795,20250108,15,17,156
796,20250108,16,17,133
797,20250108,17,17,158
798,20250108,18,17,133
799,20250108,19,17,91
800,20250108,20,17,128
801,20250108,1,18,80
802,20250108,2,18,165
803,20250108,3,18,135
804,20250108,4,18,116
805,20250108,5,18,159
806,20250108,6,18,93
807,20250108,7,18,167
808,20250108,8,18,168
809,20250108,9,18,70
810,20250108,10,18,70
811,20250108,11,18,92
812,20250108,12,18,169
813,20250108,13,18,87
814,20250108,14,18,74
815,20250108,15,18,183
816,20250108,16,18,110
817,20250108,17,18,109
818,20250108,18,18,133
819,20250108,19,18,192
820,20250108,20,18,120
821,20250108,1,19,95
822,20250108,2,19,136
823,20250108,3,19,135
824,20250108,4,19,86
825,20250108,5,19,189
826,20250108,6,19,66
827,20250108,7,19,138
828,20250108,8,19,136
829,20250108,9,19,90
830,20250108,10,19,188
831,20250108,11,19,159
832,20250108,12,19,119
833,20250108,13,19,70
834,20250108,14,19,170
835,20250108,15,19,160
836,20250108,16,19,132
837,20250108,17,19,185
838,20250108,18,19,52
839,20250108,19,19,59
840,20250108,20,19,176
841,20250108,1,20,170
842,20250108,2,20,46
843,20250108,3,20,150
844,20250108,4,20,97
845,20250108,5,20,82
846,20250108,6,20,133
847,20250108,7,20,170
848,20250108,8,20,131
849,20250108,9,20,108
850,20250108,10,20,82
851,20250108,11,20,75
852,20250108,12,20,173
853,20250108,13,20,143
854,20250108,14,20,69
855,20250108,15,20,111
856,20250108,16,20,99
857,20250108,17,20,145
858,20250108,18,20,95
859,20250108,19,20,186
860,20250108,20,20,184
861,20250108,1,21,76
862,20250108,2,21,144
863,20250108,3,21,200
864,20250108,4,21,32
865,20250108,5,21,116
866,20250108,6,21,147
867,20250108,7,21,143
868,20250108,8,21,197
869,20250108,9,21,73
870,20250108,10,21,43
871,20250108,11,21,133
872,20250108,12,21,126
873,20250108,13,21,119
874,20250108,14,21,134
875,20250108,15,21,118
876,20250108,16,21,74
877,20250108,17,21,146
878,20250108,18,21,116
879,20250108,19,21,117
880,20250108,20,21,147
881,20250108,1,22,149
882,20250108,2,22,182
883,20250108,3,22,153
884,20250108,4,22,98
885,20250108,5,22,133
886,20250108,6,22,179
887,20250108,7,22,63
888,20250108,8,22,99
889,20250108,9,22,148
890,20250108,10,22,149
891,20250108,11,22,151
892,20250108,12,22,150
893,20250108,13,22,77
894,20250108,14,22,55
895,20250108,15,22,119
896,20250108,16,22,139
897,20250108,17,22,83
898,20250108,18,22,194
899,20250108,19,22,112
900,20250108,20,22,71
901,20250108,1,23,132
902,20250108,2,23,144
903,20250108,3,23,118
904,20250108,4,23,83
905,20250108,5,23,70
906,20250108,6,23,140
907,20250108,7,23,138
908,20250108,8,23,106
909,20250108,9,23,66
910,20250108,10,23,164
911,20250108,11,23,154
912,20250108,12,23,58
913,20250108,13,23,179
914,20250108,14,23,154
915,20250108,15,23,137
916,20250108,16,23,147
917,20250108,17,23,172
918,20250108,18,23,163
919,20250108,19,23,103
920,20250108,20,23,139
921,20250115,1,1,182
922,20250115,2,1,85
923,20250115,3,1,157
924,20250115,4,1,98
925,20250115,5,1,82
926,20250115,6,1,96
927,20250115,7,1,51
928,20250115,8,1,100
929,20250115,9,1,81
930,20250115,10,1,189
931,20250115,11,1,121
932,20250115,12,1,104
933,20250115,13,1,111
934,20250115,14,1,110
935,20250115,15,1,139
936,20250115,16,1,57
937,20250115,17,1,148
938,20250115,18,1,195
939,20250115,19,1,76
940,20250115,20,1,57
941,20250115,1,2,157
942,20250115,2,2,156
943,20250115,3,2,125
944,20250115,4,2,165
945,20250115,5,2,78
946,20250115,6,2,116
947,20250115,7,2,171
948,20250115,8,2,174
949,20250115,9,2,76
950,20250115,10,2,94
951,20250115,11,2,102
952,20250115,12,2,71
953,20250115,13,2,58
954,20250115,14,2,121
955,20250115,15,2,107
956,20250115,16,2,173
957,20250115,17,2,137
958,20250115,18,2,108
959,20250115,19,2,169
960,20250115,20,2,112
961,20250115,1,3,196
962,20250115,2,3,100
963,20250115,3,3,65
964,20250115,4,3,178
965,20250115,5,3,100
966,20250115,6,3,194
967,20250115,7,3,179
968,20250115,8,3,159
969,20250115,9,3,116
970,20250115,10,3,140
971,20250115,11,3,75
972,20250115,12,3,83
973,20250115,13,3,183
974,20250115,14,3,176
975,20250115,15,3,128
976,20250115,16,3,141
977,20250115,17,3,115
978,20250115,18,3,104
979,20250115,19,3,79
980,20250115,20,3,189
981,20250115,1,4,168
982,20250115,2,4,76
983,20250115,3,4,98
984,20250115,4,4,125
985,20250115,5,4,165
986,20250115,6,4,187
987,20250115,7,4,149
988,20250115,8,4,95
989,20250115,9,4,135
990,20250115,10,4,104
991,20250115,11,4,87
992,20250115,12,4,144
993,20250115,13,4,159
994,20250115,14,4,133
995,20250115,15,4,69
996,20250115,16,4,56
997,20250115,17,4,112
998,20250115,18,4,190
999,20250115,19,4,180
1000,20250115,20,4,96
1001,20250115,1,5,127
1002,20250115,2,5,85
1003,20250115,3,5,45
1004,20250115,4,5,48
1005,20250115,5,5,92
1006,20250115,6,5,73
1007,20250115,7,5,53
1008,20250115,8,5,117
1009,20250115,9,5,153
1010,20250115,10,5,156
1011,20250115,11,5,196
1012,20250115,12,5,44
1013,20250115,13,5,132
1014,20250115,14,5,80
1015,20250115,15,5,158
1016,20250115,16,5,71
1017,20250115,17,5,117
1018,20250115,18,5,124
1019,20250115,19,5,140
1020,20250115,20,5,123
1021,20250115,1,6,103
1022,20250115,2,6,149
1023,20250115,3,6,143
1024,20250115,4,6,89
1025,20250115,5,6,136
1026,20250115,6,6,155
1027,20250115,7,6,99
1028,20250115,8,6,57
1029,20250115,9,6,119
1030,20250115,10,6,172
1031,20250115,11,6,33
1032,20250115,12,6,101
1033,20250115,13,6,177
1034,20250115,14,6,135
1035,20250115,15,6,182
1036,20250115,16,6,56
1037,20250115,17,6,130
1038,20250115,18,6,138
1039,20250115,19,6,188
1040,20250115,20,6,131
1041,20250115,1,7,134
1042,20250115,2,7,48
1043,20250115,3,7,87
1044,20250115,4,7,135
1045,20250115,5,7,125
1046,20250115,6,7,184
1047,20250115,7,7,157
1048,20250115,8,7,82
1049,20250115,9,7,141
1050,20250115,10,7,195
1051,20250115,11,7,67
1052,20250115,12,7,93
1053,20250115,13,7,198
1054,20250115,14,7,170
1055,20250115,15,7,124
1056,20250115,16,7,53
1057,20250115,17,7,98
1058,20250115,18,7,181
1059,20250115,19,7,189
1060,20250115,20,7,134
1061,20250115,1,8,179
1062,20250115,2,8,132
1063,20250115,3,8,143
1064,20250115,4,8,134
1065,20250115,5,8,186
1066,20250115,6,8,122
1067,20250115,7,8,107
1068,20250115,8,8,144
1069,20250115,9,8,153
1070,20250115,10,8,137
1071,20250115,11,8,149
1072,20250115,12,8,190
1073,20250115,13,8,90
1074,20250115,14,8,199
1075,20250115,15,8,113
1076,20250115,16,8,74
1077,20250115,17,8,76
1078,20250115,18,8,106
1079,20250115,19,8,57
1080,20250115,20,8,156
1081,20250115,1,9,88
1082,20250115,2,9,141
1083,20250115,3,9,122
1084,20250115,4,9,126
1085,20250115,5,9,83
1086,20250115,6,9,163
1087,20250115,7,9,65
1088,20250115,8,9,58
1089,20250115,9,9,140
1090,20250115,10,9,177
1091,20250115,11,9,182
1092,20250115,12,9,100
1093,20250115,13,9,161
1094,20250115,14,9,184
1095,20250115,15,9,174
1096,20250115,16,9,86
1097,20250115,17,9,141
1098,20250115,18,9,137
1099,20250115,19,9,78
1100,20250115,20,9,168
1101,20250115,1,10,113
1102,20250115,2,10,136
1103,20250115,3,10,80
1104,20250115,4,10,191
1105,20250115,5,10,89
1106,20250115,6,10,70
1107,20250115,7,10,108
1108,20250115,8,10,142
1109,20250115,9,10,80
1110,20250115,10,10,198
1111,20250115,11,10,62
1112,20250115,12,10,152
1113,20250115,13,10,88
1114,20250115,14,10,129
1115,20250115,15,10,123
1116,20250115,16,10,153
1117,20250115,17,10,142
1118,20250115,18,10,168
1119,20250115,19,10,179
1120,20250115,20,10,163
1121,20250115,1,11,156
1122,20250115,2,11,183
1123,20250115,3,11,99
1124,20250115,4,11,61
1125,20250115,5,11,183
1126,20250115,6,11,54
1127,20250115,7,11,97
1128,20250115,8,11,142
1129,20250115,9,11,119
1130,20250115,10,11,139
1131,20250115,11,11,71
1132,20250115,12,11,83
1133,20250115,13,11,69
1134,20250115,14,11,169
1135,20250115,15,11,63
1136,20250115,16,11,78
1137,20250115,17,11,112
1138,20250115,18,11,173
1139,20250115,19,11,121
1140,20250115,20,11,116
1141,20250115,1,12,101
1142,20250115,2,12,129
1143,20250115,3,12,90
1144,20250115,4,12,181
1145,20250115,5,12,158
1146,20250115,6,12,38
1147,20250115,7,12,192
1148,20250115,8,12,78
1149,20250115,9,12,182
